message,label
Remote controller assisted takeoff initiated.,Normal
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
"Aircraft ActiveTrack available at max speed. When exceeding nnn, Obstacle Avoidance is not available",Medium
Warning,Normal
GPS Position Mismatch.,Medium
Precision Landing. Rectifying aircraft position.,Normal
GPS Position Mismatch.,Medium
Cannot Identify Subject,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Maximum flight distance reached. Adjust the distance in MC Settings if required.,Low
GPS Position Mismatch.,Medium
Tap the screen to focus.,Normal
Downlink Lost.,Low
GPS Position Mismatch.,Medium
Calibration subject is too close. Recalibrate using a subject that is farther away,Low
Target lost. QuickShots stopped,Low
Flight Mode Set to Attitude,Normal
Precision Landing. Rectifying aircraft position.,Normal
Taking Off.,Normal
GPS Position Mismatch.,Medium
Maximum flight distance reached. Adjust the distance in MC Settings if required.,Low
High wind velocity. Fly with caution and land in a safe place ASAP.,Medium
Downlink Lost.,Low
GPS Position Mismatch.,Medium
Vision sensor error. Contact DJI Support for assistance,Medium
Compass data error. Please contact DJI Support,Low
Yaw Error.,Low
Taking Off.,Normal
Waypoint Mission Resumed,Normal
Your palm is too far away from the aircraft. Please step closer.,Low
Home Point Recorded.,Normal
Precision Landing. Rectifying aircraft position.,Normal
Not Allowed to change Aircraft Mode. If needed,Low
Landing Gear Paused.,Normal
GPS Position Mismatch.,Medium
Returning to the Home Point,Normal
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Landing Protection Activated. Aircraft will decelerate during landing.,Normal
Taking Off.,Normal
Landing gear function restored,Normal
Your palm is too close to the aircraft. Please step farther away.,Low
Taking Off.,Normal
Landing Gear Lowering.,Normal
Precision Landing,Normal
Flight Mode Set to Attitude,Normal
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
Precision Landing. Correcting Landing Position.,Normal
RTH : Cruise.,Normal
Obstacle Avoidance will be disabled in landing.,Normal
Aircraft not linked to phone number. Flight range restricted. Check and link phone number,Low
Strong wireless interference. Please fly with caution.,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Downlink Lost.,Low
Braking now! Return sticks to midpoints first.,Low
Return-to-Home Altitude : 65FT,Normal
Ground Plain. Safe to Land.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,Medium
Obstacle Avoidance will be disabled in landing.,Normal
Landing Gear Lowered.,Normal
GPS Position Mismatch.,Medium
Home Point Recorded. RTH Altitude : 30m.,Normal
GPS Position Mismatch.,Medium
Remote Controller Right Dial Locked. Lightly press it to adjust.,Low
Taking Off.,Normal
Payload mode enabled. Max altitude and distance set. Fly with caution,Normal
Aircraft is close to the Home Point. Initiating Return to Home will now trigger Auto Landing.,Normal
Taking Off.,Normal
GPS Position Mismatch.,Medium
Ground Plain. Safe to Land.,Normal
High wind velocity. Fly with caution and land in a safe place ASAP.,Medium
Data Recorder File Index is 15.,Normal
Home Point Recorded. RTH Altitude : 30m.,Normal
Attitude is too large.,Low
Satellite positioning off. Fly with Caution.,Low
GPS Position Mismatch.,Medium
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
GPS Position Mismatch.,Medium
Taking off.,Normal
Remote controller assisted takeoff initiated.,Normal
GPS Position Mismatch.,Medium
Data Recorder File Index is 7.,Normal
Low battery voltage. Fly with caution,Medium
Camera Settings Adjusted to ActiveTrack,Normal
Switched to P (Positioning)-mode.,Normal
Gimbal Yaw Limit Reached,Low
Pano successful,Normal
Data Recorder File Index is 19.,Normal
Aircraft will automatically descend in nnn,Medium
Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.,Medium
Downlink Lost.,Low
GPS Position Mismatch.,Medium
Attitude is too large.,Low
Landing Gear Lowering.,Normal
Forward Obstacle Sensing not Working.,Low
High wind velocity. Fly with caution and land in a safe place ASAP.,Medium
Taking Off.,Normal
Rectifying aircraft position,Normal
Landing Gear Lowering.,Normal
GPS Position Mismatch.,Medium
Taking Off.,Normal
Attitude is too large.,Low
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
Gimbal motor overloaded. Check whether gimbal can rotate freely,Low
Data Recorder File Index is 17.,Normal
Set Flight Mode to GPS to fly safe,Normal
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Downlink Lost.,Low
No GPS. Return to Home failed. Return the aircraft to home manually,Medium
Downlink Restored (after 0m 1.6s).,Normal
GPS Position Mismatch.,Medium
Large Wind Velocity. Fly with caution.,Medium
GPS Position Mismatch.,Medium
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Braking now! Return sticks to midpoints first.,Low
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,Normal
Home Point Recorded. RTH Altitude : 30m.,Normal
GPS Position Mismatch.,Medium
In Flight.,Normal
Mobile device version too old to support HD image transmission and the image transmission mode has been switch to normal mode.,Low
Home Point Recorded.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Landing gear lowered. Obstacle Avoidance Disabled.,Normal
Strong Interference. Fly with caution.,Low
Maximum flight distance reached. Adjust the distance in MC Settings if required.,Low
Recenter Gimbal Pan,Normal
Take off and retry this function.,Normal
Not Enough Force/ESC Error,Low
Switched to T (Tripod)-mode.,Normal
GPS Position Mismatch.,Medium
Away and Follow in progress.,Normal
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
GPS Position Mismatch.,Medium
Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,Low
Low battery. Recharge promptly,Medium
Data Recorder File Index is 4.,Normal
GPS Position Mismatch.,Medium
Strong wireless interference. Please fly with caution.,Low
GPS Position Mismatch.,Medium
Attitude is too large.,Low
Home Point Recorded.,Normal
Battery Signal Error. Check battery connection.,Medium
RTH : Preascending.,Normal
SD card malfunction. Change card,Medium
GPS Position Mismatch.,Medium
Strong Interference to Aircraft. Signal interruption may be more likely. Fly with caution.,Low
Battery temperature is below 15 degrees Celsius. Warm up the battery temperature to above 25 degree Celsius to ensure a safe flight.,Medium
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
Taking off.,Normal
Set Flight Mode to GPS to fly safe,Normal
High wind velocity. Fly with caution.,Medium
GPS Position Mismatch.,Medium
Cannot Takeoff in Travel Mode. Exit Travel Mode.,Low
GPS Position Mismatch.,Medium
SD card write speed is too slow. Not suitable for shooting a 4K video.,Low
Maximum Flight Distance Reached. Adjust distance in MC Settings if required.,Low
Landing.,Normal
GPS Position Mismatch.,Medium
Downlink data connection lost for nnn seconds,Low
GPS Position Mismatch.,Medium
Precision Landing. Correcting Landing Position.,Normal
Aircraft is close to Home Point. Return-to-Home Mode is now Auto Landing Mode.,Normal
GPS Position Mismatch.,Medium
"Camera Error. Solution: Restart the aircraft, if the problem persists, contact DJI Support",Low
Downward Obstacle Sensing is not functioning. Ambient Light is too weak,Low
GPS Position Mismatch.,Medium
Subject lost. Reselect subject,Low
GPS Position Mismatch.,Medium
Impact detected. Restart aircraft,High
Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH.,Normal
Aircraft is close to Home Point. Return-to-Home Mode is now Auto Landing Mode.,Normal
Compass Error,Low
Strong wireless interference. Please fly with caution.,Low
Taking Off.,Normal
Home Point Recorded. RTH Altitude : 30m.,Normal
Drag a box around or tap a target on screen. Then tap Go.,Normal
Right Dial Locked. Lightly press to adjust.,Low
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Disable SD card read and write protection or change card,Normal
Gimbal Pitch Limit Reached.,Low
Strong Aircraft Interference,Low
GPS Position Mismatch.,Medium
Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,Normal
GPS Position Mismatch.,Medium
Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,Normal
Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,Low
RTH : Heading alignment.,Normal
Home Point Recorded. RTH Altitude : 30m.,Normal
GPS Position Mismatch.,Medium
Gimbal Yaw Limit Reached,Low
Home Point recorded. Return-to-Home Altitude : 98FT,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Home Point Recorded. RTH Altitude : 30m.,Normal
GPS Position Mismatch.,Medium
SD card write speed is too slow. Not suitable for shooting a 4K video.,Low
RTH : Cruise.,Normal
Gimbal Pitch Limit Reached.,Low
Landing gear lowered. Obstacle Avoidance Disabled.,Normal
Aircraft in Attitude mode. Unable to hover. Fly with caution ,Low
Remote controller signal weak. Adjust remote controller antennas,Low
Braking now! Return sticks to midpoints first.,Low
GPS Position Mismatch.,Medium
Attitude is too large.,Low
Maximum Flight Distance Reached. Adjust distance in MC Settings if required.,Low
GPS Position Mismatch.,Medium
Attitude is too large.,Low
Payload mode enabled. Max altitude set to nnn and max distance set to nnn to ensure flight safety,Normal
Tap the screen lightly to focus.,Normal
GPS Position Mismatch.,Medium
RTK signal weak. Move to an open area for takeoff or turn off RTK,Low
GPS Position Mismatch.,Medium
Home Point Recorded.,Normal
GPS Position Mismatch.,Medium
Large Wind Velocity.,Medium
Home Point recorded. Return-to-Home Altitude : 98FT,Normal
Obstacle Avoidance will be disabled in landing.,Normal
GPS Position Mismatch.,Medium
Aircraft out of Range,Medium
GPS Position Mismatch.,Medium
Current elevation above nnn. Fly with caution,Low
Taking off.,Normal
GPS Position Mismatch.,Medium
Home Point Updated.,Normal
Strong Remote Controller Interference.,Medium
Motors Started.,Normal
Strong wireless interference. Please fly with caution.,Low
Waypoint Mission Paused,Normal
Home Point Recorded.,Normal
Panorama Captured Successfully,Normal
Strong Interference Detected. Be careful when flying long distances.,Low
GPS Position Mismatch.,Medium
Strong wireless interference. Please fly with caution.,Low
Strong Interference. Fly with caution.,Low
GPS Position Mismatch.,Medium
Landing Protection Activated. Aircraft will decelerate during landing.,Normal
Precision Landing. Rectifying aircraft position.,Normal
Strong Interference Detected. Be careful when flying long distances.,Low
Compass Error. Compass data error. Please contact DJI Support,Low
Home Point Updated.,Normal
Downlink Restored (after 0m 11s).,Normal
Taking off.,Normal
Yaw Error.,Low
Obstacle Avoided. Revise Flight Route,Medium
Downlink Lost.,Low
Yaw Error.,Low
Obstacle Avoidance will be disabled in landing.,Normal
Motors Started.,Normal
Tap the screen lightly to focus.,Normal
GPS Position Mismatch.,Medium
Taking off.,Normal
Braking now! Return sticks to midpoints first.,Low
Aircraft is in QuickShot Mode. Ensure your enviornment is free of potential obstacles.,Normal
Downlink Restored (after 0m 1s).,Normal
Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,Low
High wind velocity. Fly with caution.,Medium
Taking Off.,Normal
In Flight.,Normal
Landing Protection Activated. Aircraft will decelerate during landing.,Normal
Motors Started.,Normal
Strong Interference to Aircraft. Signal interruption may be more likely. Fly with caution.,Low
Attitude is too large.,Low
"Battery communication malfunction. Reinstall battery. If the issue persists, replace battery",Medium
Attitude is too large.,Low
Compass Error. Compass Redundancy Switch,Low
GPS Position Mismatch.,Medium
Obstacle Avoidance will be disabled in landing.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Backward Obstacle Sensing is not functioning. Ambient Light is too weak,Low
Attitude is too large.,Low
Precision Landing. Rectifying aircraft position.,Normal
Subject too Large. Move Away and retry,Low
Aircraft exceeded distance limit and has exited Hyperlapse mode,Medium
Strong wireless interference. Please fly with caution.,Low
Strong Interference Detected. Be careful when flying long distances.,Low
Ground Plain. Safe to Land.,Normal
Home Point recorded. Return-to-Home Altitude : 98FT.,Normal
High wind velocity. Fly with caution and land in a safe place ASAP.,Medium
GPS Position Mismatch.,Medium
Low Power. Aircraft is returning to the Home Point.,Medium
Landing Canceled.,Normal
GPS Position Mismatch.,Medium
Taking off.,Normal
RTH Altitude : 65FT.,Normal
Weak image transmission signal. Adjust antennas,Low
GPS signal weak. Fly with caution. Aircraft in Altitude Zone. Max altitude set to nnn,Low
Failed to cancel Return to Home,Low
High wind velocity. Fly with caution.,Medium
Battery Signal Error. Check battery connection.,Medium
PalmControl in Process,Normal
GPS Position Mismatch.,Medium
Sensing system is blocked or too close to the obstacle.,Low
Camera error. AI Spot-Check failed. Restart camera,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,Low
Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,Medium
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
Downlink Restored (after 0m 1s).,Normal
GPS Position Mismatch.,Medium
Camera Settings ActiveTrack Optimized,Normal
Obstacle Avoidance will be disabled in landing.,Normal
Precision Landing,Normal
Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,Low
No GPS signal. Unable to hover. Fly with caution,Low
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
Taking Off.,Normal
Motor stuck. Check for objects blocking motor or contact DJI Support for assistance ,High
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
SD card full. Change card or delete files,Medium
GPS Position Mismatch.,Medium
Tap the screen lightly to focus.,Normal
GPS Position Mismatch.,Medium
Data Recorder File Index is 18.,Normal
GPS Position Mismatch.,Medium
Home Point recorded. Return-to-Home Altitude : 98FT.,Normal
GPS Position Mismatch.,Medium
Low Power. Returning home.,Medium
Home Point Updated.,Normal
Home Point Recorded. RTH Altitude : 30m.,Normal
Tap Fly Flight Ended Landing Gear Lowered,Normal
GPS Position Mismatch.,Medium
Compass Error. Compass error Solution: Move away from ground magnetic interference,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,Normal
Home Point recorded. Return-to-Home Altitude : 98FT.,Normal
Precision Landing. Rectifying aircraft position.,Normal
Forward vision sensor calibration error. Auto calibration in progress,Medium
Precision Landing. Rectifying aircraft position.,Normal
GPS Position Mismatch.,Medium
Camera RCAM not connected. Image quality affected. Contact DJI Support for assistance,Low
Precision Landing,Normal
Cannot Takeoff in Travel Mode. Exit Travel Mode.,Low
Taking Off.,Normal
Restart aircraft and DJI Fly,Normal
Magnetic Filed Interference. Exit P-GPS Mode,Low
Ground Plain. Safe to Land.,Normal
Downward infrared sensor failure. Land as soon as possible,Medium
Visual positioning inaccurate. Fly with caution,Low
Switched to gimbal free mode. Use the RC to control aircraft yaw,Normal
Obstacle Avoided. Revise Flight Route,Medium
ActiveTrack Flight Paused,Low
Data Recorder File Index is 12.,Normal
GPS Position Mismatch.,Medium
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
Take off in P-Mode,Normal
Precision Landing. Correcting Landing Position.,Normal
Compass error Solution: Move away from ground magnetic interference,Low
GPS Position Mismatch.,Medium
Aircraft is returning to the starting point,Normal
Strong wireless interference. Please fly with caution.,Low
Home Point Recorded. RTH Altitude : 30m.,Normal
Attitude is too large. Backward Obstacle Sensing is not functioning.,Low
GPS Position Mismatch.,Medium
Data Recorder File Index is 3.,Normal
Yaw Error.,Low
Home Point Recorded. RTH Altitude : 30m.,Normal
Exited Visual Avoidance System.,Normal
Battery power limit will automatically reduce the aircraft's mobility to ensure flight safety,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Data Recorder File Index is 12.,Normal
PalmControl in Process,Normal
GPS Position Mismatch.,Medium
Ambient Light is too weak.,Low
Motor error. Check propellers and fly with caution,Medium
Correcting Landing Position,Normal
Strong wireless interference. Please fly with caution.,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
Aircraft is in QuickShot Mode. Ensure your enviornment is free of potential obstacles.,Normal
Landing Canceled.,Normal
GPS Position Mismatch.,Medium
Battery error. Aircraft returning to home automatically,Medium
Precision Landing. Correcting Landing Position.,Normal
Flight Mode Set to Attitude,Normal
Landing Gear Raised.,Normal
Downlink Restored (after 0m 1s).,Normal
Battery temperature is below 15 degrees Celsius. Warm up the battery temperature to above 25 degree Celsius to ensure a safe flight.,Medium
Impact detected. Aircraft stopped. Restart aircraft,High
Large Wind Velocity.,Medium
Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,Normal
Strong Remote Controller Interference.,Medium
Strong wireless interference. Please fly with caution.,Low
Yaw Error.,Low
Motor Obstructed. Propulsion output is limited to ensure the health of the battery,High
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Taking Off.,Normal
Gimbal nnn pitch axis endpoint reached,Normal
Precision Landing. Rectifying aircraft position.,Normal
Aircraft is returning to the Home Point. RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,Normal
GPS signal weak. Positioning accuracy affected. Fly with caution,Low
Critically Low Power. Aircraft Landing,Medium
Landing Canceled.,Normal
Motors Started.,Normal
GPS Position Mismatch.,Medium
Barometer Dead in Air,High
Object too close to laser rangefinder,Normal
Landing Gear Raising.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Braking now! Return sticks to midpoints first.,Low
Ground Plain. Safe to Land.,Normal
Large Wind Velocity.,Medium
GPS Position Mismatch.,Medium
Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,Normal
Cancel Landing Failed,Low
Taking Off.,Normal
Landing Protection Activated. Aircraft will decelerate during landing.,Normal
Live stream video frame rate less than 9Hz. Fly with caution,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Return-to-Home Altitude : 65FT,Normal
High wind velocity. Fly with caution.,Medium
Command Timeout,Medium
GPS Position Mismatch.,Medium
Large Wind Velocity. Fly with caution.,Medium
GPS Position Mismatch.,Medium
Cannot change current flight mode. Enable Multiple Flight Modes in Settings menu to change.,Medium
GPS Position Mismatch.,Medium
Home Point Updated.,Normal
Downward ambient light too low. Obstacle avoidance unavailable. Fly with caution. Backward ambient light too low. Backward obstacle avoidance unavailable. Only infrared sensors available. Fly with caution,Low
"High-altitude flight, aircraft braking distance is extended, flight time is shortened. Fly with caution",Low
Compass Error. Exit P-GPS Mode,High
Cannot start Self-Timer. Exposure time is too long,Low
Aircraft in high interference environment. Manually adjust flight route or return to home,Low
Set Flight Mode to GPS to fly safe,Normal
Motor is Blocked,Medium
RTH Altitude : 98FT. Data Recorder File Index is 1.,Normal
Landing Gear Lowering.,Normal
GPS Position Mismatch.,Medium
IMU not calibrated. Calibrate IMU,Low
GPS Position Mismatch.,Medium
RTH Altitude : 65FT.,Normal
The remaining battery is only enough for RTH. Return home now.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Ambient Light is too weak.,Low
GPS Position Mismatch.,Medium
Taking Off.,Normal
"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",Low
Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,Normal
Flight Mode Set to Attitude,Normal
Yaw Error.,Low
Obstacle Avoidance Disabled.,Normal
GPS Position Mismatch.,Medium
Strong wireless interference. Please fly with caution.,Low
GPS Position Mismatch.,Medium
Take off in P-Mode,Normal
Tap the screen lightly to focus.,Normal
Battery: Overcurrent During Discharge,Medium
Yaw Error.,Low
Auxiliary Bottom Light turned on,Normal
Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,Medium
Strong Interference. Fly with caution.,Low
Satellite Positioning Off. Fly with caution.,Low
Aircraft out of Range,Medium
Mobile device CPU fully loaded. Related performance will be affected.,Medium
Yaw Error.,Low
Taking Off.,Normal
Landing gear lowered. Obstacle Avoidance Disabled.,Normal
Motor unable to rotate. Check motor,High
Set Flight Mode to GPS to fly safe,Normal
Braking now! Return sticks to midpoints first.,Low
GPS Position Mismatch.,Medium
Compass error. Ensure there are no metal or magnetic objects near the aircraft and calibrate it before use,Low
File system error. Change SD card,High
Fly with caution and ensure the aircraft remains within your line of sight.,Normal
Strong wireless interference. Please fly with caution.,Low
Battery: Low Voltage Protection,Medium
Home Point Updated.,Normal
Detecting subject,Normal
Aircraft out of Range,Medium
Strong wireless interference. Please fly with caution.,Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,Medium
Attitude is too large.,Low
Home Point Updated.,Normal
Compass Error. Compass interference. Please move the aircraft away from potential interference source or calibrate the compass,Low
Home Point Updated.,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Attitude is too large.,Low
"To take off in non-P mode, toggle Flight Mode Switch to another mode and then toggle it back.",Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Return-to-Home Altitude : 65FT,Normal
Braking now! Return sticks to midpoints first.,Low
Taking Off.,Normal
Precision Landing. Rectifying aircraft position.,Normal
High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Data Recorder File Index is 57.,Normal
Running Flight Simulator. Restart aircraft to take off,Normal
Home Point Recorded. RTH Altitude : 30m.,Normal
Home Point Recorded. RTH Altitude : 30m.,Normal
Landing Gear Raising.,Normal
GPS Position Mismatch.,Medium
"Compass error, calibration required",Low
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Obstacle Avoidance will be disabled in landing.,Normal
Precision Landing,Normal
Maximum Flight Altitude Reached.,Low
GPS Position Mismatch.,Medium
Rectifying aircraft position,Normal
GPS Position Mismatch.,Medium
GPS Position Mismatch.,Medium
Downlink Restored (after 0m 1.1s).,Normal
Strong Interference. Fly with caution.,Low
Home Point Recorded. RTH Altitude : 30m.,Normal
